Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1256,2024-02-05,2024-02-09,CUST251,Ricky Fuller,Consumer,PROD1841,Dining Table,Furniture,North,North Dakota,Pierceshire,1,4230,10,3807.0,2463.45,1343.55,UPI,Cancelled,Lee-Johnson,sandyward@browning.com,47,No,0
ORD1257,2024-09-27,2024-09-28,CUST277,James Park,Consumer,PROD6999,Study Table,Furniture,South,Oklahoma,Lopezmouth,9,2892,5,24726.6,17205.78,7520.82,UPI,Pending,House-Hampton,christinegreen@ramirez-ali.com,4,Yes,24
ORD1258,2025-10-06,2025-10-08,CUST831,Phillip Rodriguez,Corporate,PROD1410,Monitor,Electronics,East,Michigan,West Sarah,10,866,20,6928.0,5195.06,1732.94,Cash,Cancelled,Savage-Cohen,kimjonathan@green.com,27,No,0
ORD1259,2025-06-28,2025-07-01,CUST716,John Frost,Corporate,PROD8630,Headphones,Electronics,West,Kansas,Lake Ryan,5,1780,15,7565.0,5536.43,2028.57,Cash,Delivered,Mccarthy-Montgomery,ljennings@robbins.com,14,No,0
ORD1260,2025-07-08,2025-07-13,CUST503,Omar Williamson,Consumer,PROD6976,Sofa,Furniture,North,Michigan,Port Christophermouth,8,2437,10,17546.4,12488.14,5058.26,Credit Card,Returned,"Gordon, Hicks and Davis",james49@mcdonald.biz,48,No,0
ORD1261,2025-11-15,2025-11-17,CUST375,Tanya Travis,Corporate,PROD1282,File Folder,Office Supplies,East,Rhode Island,East Darrellland,3,4348,5,12391.8,9208.6,3183.2,Net Banking,Pending,Taylor Ltd,reedwanda@phillips.net,16,No,0
ORD1262,2024-02-13,2024-02-18,CUST458,Lydia Cortez,Home Office,PROD6140,Juice Pack,Grocery,East,Kansas,Davishaven,4,1474,0,5896.0,3876.18,2019.82,Cash,Returned,"Lawson, Hayes and Edwards",oclements@dunn.biz,36,No,0
ORD1263,2024-12-05,2024-12-11,CUST875,Mary Flores,Home Office,PROD5884,Stapler,Office Supplies,North,Tennessee,Lake Allisonville,6,1435,10,7749.0,4958.58,2790.42,Cash,Delivered,Robinson-Sanford,ryan33@rose.com,2,Yes,48
ORD1264,2025-07-31,2025-08-07,CUST587,Michelle Boyd,Consumer,PROD6880,Sofa,Furniture,South,Georgia,West Davidbury,5,1171,15,4976.75,3182.57,1794.18,Credit Card,Returned,Perkins and Sons,ambernelson@elliott.com,29,No,0
ORD1265,2025-08-16,2025-08-19,CUST104,Dr. Ralph Boone,Home Office,PROD5901,Monitor,Electronics,West,Pennsylvania,New Jefferyhaven,7,1436,20,8041.6,5197.61,2843.99,Cash,Returned,James PLC,christopher84@perkins.info,20,No,0
ORD1266,2025-05-16,2025-05-18,CUST191,Caroline Green,Consumer,PROD3778,Keyboard,Electronics,West,North Carolina,Port Gregorychester,3,679,10,1833.3,1560.69,272.61,Cash,Returned,Long-Johnson,gmeadows@clark.biz,3,Yes,40
ORD1267,2025-11-16,2025-11-19,CUST921,Brad Cooper,Home Office,PROD3567,Cooking Oil,Grocery,South,Texas,Katieshire,8,597,10,4298.4,3186.05,1112.35,Credit Card,Delivered,"Stewart, Cervantes and Price",sloancharles@torres.com,22,No,0
ORD1268,2024-04-18,2024-04-23,CUST418,Adrienne Parker,Home Office,PROD4693,Laptop,Electronics,West,Arkansas,Port Christophershire,1,3584,5,3404.8,2832.99,571.81,UPI,Cancelled,Adams and Sons,andremclaughlin@adams.com,23,No,0
ORD1269,2024-08-11,2024-08-16,CUST502,Adrian Burnett,Consumer,PROD2379,Mouse,Electronics,West,Minnesota,North Rachelhaven,4,1059,20,3388.8,3022.27,366.53,Credit Card,Cancelled,"Lynch, Johnson and Donaldson",pamela76@walker.org,41,No,0
ORD1270,2024-09-18,2024-09-21,CUST170,David Jones,Home Office,PROD9404,Keyboard,Electronics,South,Washington,Sandersborough,7,1443,0,10101.0,7289.37,2811.63,UPI,Pending,"Griffith, Smith and Rhodes",foxrichard@cooper-osborne.com,19,No,0
ORD1271,2025-03-21,2025-03-28,CUST918,Denise Graham,Consumer,PROD2204,Snacks,Grocery,North,New Hampshire,South Christinaville,6,2109,0,12654.0,9745.93,2908.07,UPI,Cancelled,Eaton-Barnes,twilliams@rollins-perez.info,0,Yes,46
ORD1272,2024-05-22,2024-05-24,CUST565,Raymond Marquez,Home Office,PROD3436,Sofa,Furniture,East,Nevada,South Derrick,7,4477,5,29772.05,24127.88,5644.17,Net Banking,Delivered,Parks-Hebert,burgesscolleen@carlson.org,0,Yes,29
ORD1273,2025-09-26,2025-10-01,CUST315,Angela Newton,Corporate,PROD6057,Office Chair,Furniture,West,Vermont,East Jacobstad,8,2477,5,18825.2,15609.04,3216.16,Credit Card,Returned,Ward-Robles,david06@lee.net,23,No,0
ORD1274,2024-01-04,2024-01-08,CUST559,Jennifer Duncan,Consumer,PROD7481,Laptop,Electronics,West,Tennessee,Jessicahaven,10,1497,5,14221.5,11567.39,2654.11,Credit Card,Cancelled,Baker Inc,hgutierrez@knox-rodriguez.org,3,Yes,34
ORD1275,2024-10-06,2024-10-12,CUST706,Patricia Richardson,Corporate,PROD8408,Monitor,Electronics,West,Ohio,North Jonathanstad,5,1269,5,6027.75,4226.8,1800.95,Cash,Returned,"Herrera, Fields and Rasmussen",dgordon@perez.biz,2,Yes,29
ORD1276,2024-03-29,2024-04-04,CUST887,Beth Kent,Corporate,PROD6519,Mouse,Electronics,South,Rhode Island,Feliciachester,3,3388,10,9147.6,6501.46,2646.14,UPI,Delivered,Sanchez and Sons,allencynthia@simpson.com,15,No,0
ORD1277,2024-06-04,2024-06-11,CUST977,Michael Lozano,Home Office,PROD2004,Office Chair,Furniture,North,South Carolina,Katherinestad,6,1908,0,11448.0,9647.17,1800.83,Cash,Delivered,Williams Ltd,kentbenson@davidson.info,36,No,0
ORD1278,2025-07-29,2025-08-01,CUST635,Tiffany Shelton,Home Office,PROD6469,Cooking Oil,Grocery,South,Montana,Lake Ashleymouth,7,3759,15,22366.05,17698.31,4667.74,Cash,Returned,Castillo-Hines,karenochoa@moon.com,27,No,0
ORD1279,2025-02-26,2025-03-03,CUST978,Neil Smith,Home Office,PROD8162,Sofa,Furniture,North,New Mexico,Lake David,5,1577,0,7885.0,5148.28,2736.72,Cash,Pending,"Rodriguez, Rivera and Macdonald",max48@le.com,33,No,0
ORD1280,2025-01-19,2025-01-23,CUST924,Brenda Vance,Corporate,PROD7846,Dining Table,Furniture,South,Tennessee,Anthonyhaven,9,3055,20,21996.0,16456.25,5539.75,UPI,Cancelled,Rice-Smith,mark19@scott-richardson.org,14,No,0
ORD1281,2025-05-14,2025-05-19,CUST989,Heather Young,Corporate,PROD3714,Cooking Oil,Grocery,North,Mississippi,Johnsonberg,2,3725,5,7077.5,5401.87,1675.63,Cash,Cancelled,Green-Myers,elizabeth78@sanders.com,28,No,0
ORD1282,2024-11-18,2024-11-23,CUST161,Kevin Green,Corporate,PROD3555,Juice Pack,Grocery,North,Missouri,Port Corey,8,3572,15,24289.6,19114.24,5175.36,Credit Card,Cancelled,Lloyd-Moreno,stephaniealexander@gonzalez-garza.com,41,No,0
ORD1283,2023-12-27,2023-12-30,CUST244,Ryan Cordova,Consumer,PROD8776,Cooking Oil,Grocery,East,Missouri,Susanton,7,1276,10,8038.8,6651.63,1387.17,UPI,Returned,Carter-Perez,teresagriffin@little-robinson.net,47,No,0
ORD1284,2025-07-14,2025-07-21,CUST612,Sarah Stevens,Consumer,PROD4919,Snacks,Grocery,South,Arizona,West Jonathan,9,235,20,1692.0,1429.48,262.52,UPI,Pending,"Baldwin, Murphy and Robinson",oduffy@smith.com,8,Yes,35
ORD1285,2024-01-02,2024-01-03,CUST914,Tara Rogers,Consumer,PROD8425,Office Chair,Furniture,North,North Carolina,Ebonyburgh,6,538,10,2905.2,1894.23,1010.97,UPI,Cancelled,"Brady, Sanchez and Ford",christopher14@turner.com,17,No,0
ORD1286,2024-02-28,2024-03-01,CUST695,Alexis Patel,Consumer,PROD6480,Snacks,Grocery,West,Colorado,New Michelletown,4,4701,5,17863.8,15596.71,2267.09,Net Banking,Delivered,"Vasquez, Hughes and Smith",jfernandez@jacobs.net,1,Yes,35
ORD1287,2024-07-21,2024-07-25,CUST229,Kerri Douglas,Consumer,PROD9102,Rice Bag,Grocery,North,Indiana,Reneeland,8,812,20,5196.8,3929.86,1266.94,Net Banking,Delivered,Jones Group,matthewboyle@johnson.biz,10,No,0
ORD1288,2025-09-20,2025-09-26,CUST596,Christopher Snyder,Corporate,PROD9728,Headphones,Electronics,East,Arkansas,Carpenterville,8,423,0,3384.0,2851.52,532.48,Net Banking,Pending,"James, Fitzpatrick and Wood",debraperkins@garcia-gaines.org,50,No,0
ORD1289,2024-10-30,2024-11-02,CUST495,Brenda Figueroa,Consumer,PROD7054,Laptop,Electronics,West,Iowa,Harrisonland,4,4409,10,15872.4,13142.68,2729.72,Credit Card,Delivered,Lam LLC,cynthiarichardson@russell-gomez.com,2,Yes,46
ORD1290,2025-02-20,2025-02-23,CUST938,Brandon Wright,Home Office,PROD5581,File Folder,Office Supplies,South,Georgia,Heatherburgh,8,4274,0,34192.0,21016.81,13175.19,Cash,Returned,Flynn Group,adean@gay-guerrero.com,2,Yes,34
ORD1291,2024-03-18,2024-03-21,CUST443,Christopher Glover,Home Office,PROD8067,Sugar,Grocery,South,Washington,Hernandezland,1,4514,5,4288.3,2716.6,1571.7,Net Banking,Delivered,"Petty, Santana and Brown",gabriela39@davis.org,26,No,0
ORD1292,2025-06-10,2025-06-14,CUST283,Haley Baldwin,Home Office,PROD9063,Rice Bag,Grocery,South,Alaska,Millermouth,7,4345,10,27373.5,19307.32,8066.18,UPI,Pending,Malone and Sons,stefanie41@romero-evans.com,26,No,0
ORD1293,2024-11-15,2024-11-17,CUST579,Cory Reyes,Home Office,PROD7455,Keyboard,Electronics,East,Alabama,East Larry,10,2876,20,23008.0,16193.78,6814.22,Credit Card,Returned,Fuller Ltd,richardsonsteven@baldwin-henry.com,47,No,0
ORD1294,2024-06-25,2024-07-02,CUST142,Richard Hanson,Home Office,PROD7216,Juice Pack,Grocery,East,Illinois,Valentinemouth,6,1324,0,7944.0,5765.54,2178.46,Cash,Delivered,"Cohen, Montgomery and Santiago",jenniferpitts@aguilar-johns.com,27,No,0
ORD1295,2024-09-07,2024-09-10,CUST359,Phillip Mccann,Corporate,PROD9772,Pen,Office Supplies,North,Arizona,Webbhaven,1,4008,0,4008.0,3214.01,793.99,UPI,Delivered,"English, Jackson and Carter",rhonda96@welch.biz,49,No,0
ORD1296,2024-08-10,2024-08-13,CUST806,Ernest Walton,Consumer,PROD7184,Sofa,Furniture,East,Georgia,West Jenniferview,7,2232,15,13280.4,9065.23,4215.17,Net Banking,Cancelled,"Alexander, Garcia and Morris",ibailey@holden-colon.com,21,No,0
ORD1297,2023-12-18,2023-12-21,CUST761,Katelyn Wallace,Corporate,PROD2747,Sugar,Grocery,West,South Dakota,South Christina,3,3352,20,8044.8,6255.03,1789.77,UPI,Delivered,Hall Group,billyjimenez@smith.org,29,No,0
ORD1298,2024-04-08,2024-04-14,CUST183,Anna Hardin,Corporate,PROD2100,Snacks,Grocery,West,Nebraska,Smithfort,7,863,10,5436.9,4452.61,984.29,UPI,Returned,Lee-Bailey,fordgregory@elliott.info,10,No,0
ORD1299,2024-10-28,2024-10-29,CUST930,Kathleen Lynch,Corporate,PROD2763,Monitor,Electronics,South,Georgia,West Marilynhaven,2,3138,20,5020.8,3368.78,1652.02,Cash,Pending,Hood and Sons,bryantjessica@walton.com,7,Yes,35
ORD1300,2024-05-25,2024-06-01,CUST942,Kyle Spencer,Home Office,PROD5417,Office Chair,Furniture,East,Virginia,Wongfort,7,509,0,3563.0,2284.67,1278.33,Net Banking,Delivered,"Clark, Luna and Schmidt",barkerronald@watts-james.com,2,Yes,43
ORD1301,2024-10-04,2024-10-05,CUST503,Joshua Williams,Corporate,PROD6663,Sofa,Furniture,East,Alabama,Jacksonland,1,4625,0,4625.0,3757.31,867.69,Cash,Cancelled,Clark PLC,vdecker@soto-yang.com,25,No,0
ORD1302,2024-02-10,2024-02-16,CUST120,Michael Huffman,Corporate,PROD5521,Juice Pack,Grocery,North,South Dakota,Sandrafort,9,2656,20,19123.2,15970.76,3152.44,Cash,Cancelled,"Douglas, Pratt and Morrison",jacksonsteven@harris-conway.com,49,No,0
ORD1303,2025-10-02,2025-10-04,CUST768,Taylor Hernandez,Consumer,PROD1487,Mouse,Electronics,West,Vermont,South Mark,1,4835,10,4351.5,2959.73,1391.77,UPI,Cancelled,"Smith, Montoya and Anderson",uthompson@joyce-wolf.biz,48,No,0
ORD1304,2024-10-20,2024-10-21,CUST486,Heidi Walker,Home Office,PROD6579,Notebook,Office Supplies,North,Missouri,Burkeport,6,3869,10,20892.6,16580.8,4311.8,Credit Card,Cancelled,Williams-Fletcher,edwin74@calderon.com,38,No,0
ORD1305,2024-05-03,2024-05-05,CUST497,Cindy Poole,Consumer,PROD3177,Laptop,Electronics,West,Illinois,Lake Colin,5,3340,20,13360.0,9864.14,3495.86,Cash,Cancelled,Taylor Inc,mindy66@coleman.org,36,No,0
ORD1306,2024-09-17,2024-09-18,CUST444,Kristina Smith DDS,Consumer,PROD4582,Laptop,Electronics,South,New Hampshire,South Kimberlyport,2,3573,20,5716.8,4619.4,1097.4,UPI,Cancelled,"Russell, Whitaker and Miller",manuel60@lara.biz,2,Yes,32
ORD1307,2025-10-16,2025-10-17,CUST597,Lisa Cannon,Consumer,PROD3391,File Folder,Office Supplies,West,Ohio,East Ronald,9,521,15,3985.65,2498.85,1486.8,Cash,Delivered,"Parker, Williams and Bond",beth71@boyd.com,28,No,0
ORD1308,2024-07-13,2024-07-20,CUST700,Kevin Hudson,Home Office,PROD6848,Stapler,Office Supplies,South,Maine,Port Morganburgh,9,3111,15,23799.15,20250.64,3548.51,UPI,Delivered,Kaiser-Flores,burnettrichard@bailey.biz,32,No,0
ORD1309,2025-08-26,2025-08-31,CUST179,Kevin Chen,Corporate,PROD8472,Rice Bag,Grocery,North,California,Port Glendastad,2,2544,10,4579.2,3425.65,1153.55,Cash,Returned,"Thomas, Morgan and Turner",ydean@jones-morgan.com,1,Yes,39
ORD1310,2024-12-28,2024-12-30,CUST531,William Clark,Consumer,PROD8769,Dining Table,Furniture,North,Rhode Island,West Ashleyburgh,3,1239,10,3345.3,2829.55,515.75,Net Banking,Delivered,"Collins, Taylor and Fitzpatrick",jakejarvis@greer.org,31,No,0
ORD1311,2025-09-24,2025-09-25,CUST161,Susan Massey,Corporate,PROD9195,Cooking Oil,Grocery,East,Florida,West Brianview,4,1564,5,5943.2,4461.77,1481.43,Cash,Delivered,Floyd-King,lanemark@simmons.org,28,No,0
ORD1312,2024-01-28,2024-02-01,CUST696,James Lopez,Corporate,PROD1293,Headphones,Electronics,North,Oregon,Port Ray,3,875,20,2100.0,1664.46,435.54,UPI,Returned,Johnson-Gordon,jeremy98@montgomery-smith.org,4,Yes,43
ORD1313,2025-10-25,2025-11-01,CUST501,Timothy Davis,Consumer,PROD4290,Study Table,Furniture,West,Kansas,West Clifford,8,1395,15,9486.0,6896.04,2589.96,Net Banking,Cancelled,"Owens, Salinas and White",paul27@bates.com,9,Yes,24
ORD1314,2025-07-01,2025-07-02,CUST490,Martin Carpenter,Home Office,PROD7506,Headphones,Electronics,East,Kentucky,Virginialand,3,3259,0,9777.0,7406.44,2370.56,Net Banking,Delivered,James-Gardner,gregorysherman@english.org,33,No,0
ORD1315,2025-07-23,2025-07-29,CUST707,Timothy Ferrell,Consumer,PROD6555,Headphones,Electronics,North,Connecticut,South Patrickfort,9,3667,10,29702.7,25373.35,4329.35,UPI,Delivered,"Fuller, Abbott and Smith",sallycarr@fitzgerald-everett.biz,13,No,0
ORD1316,2024-11-28,2024-12-01,CUST161,April Woods,Home Office,PROD8471,Keyboard,Electronics,West,Idaho,South Jennifertown,1,4435,10,3991.5,3480.61,510.89,Cash,Pending,Bryan-Wyatt,brett80@martin.com,18,No,0
ORD1317,2025-06-04,2025-06-06,CUST721,Jose Hicks,Consumer,PROD1181,Snacks,Grocery,North,Minnesota,South David,4,1998,20,6393.6,4434.83,1958.77,Credit Card,Returned,Pugh Inc,amy32@gonzalez.com,35,No,0
ORD1318,2025-04-22,2025-04-23,CUST810,Pamela Hall,Corporate,PROD8834,Notebook,Office Supplies,South,North Carolina,Judyview,4,3923,5,14907.4,12469.32,2438.08,Cash,Pending,Morgan PLC,curtispearson@olson.com,9,Yes,40
ORD1319,2025-05-01,2025-05-08,CUST203,William Lucas,Corporate,PROD1554,Mouse,Electronics,West,Florida,North Robert,2,1499,15,2548.3,1695.53,852.77,Cash,Pending,"Lloyd, Howard and Flynn",seancooke@powell.com,0,Yes,21
ORD1320,2024-08-26,2024-09-01,CUST570,Ashley Kirk,Corporate,PROD1327,Sugar,Grocery,South,New Mexico,Robinbury,3,853,10,2303.1,1815.04,488.06,Net Banking,Cancelled,Johnson-Richards,aaronmartin@king-smith.com,50,No,0
ORD1321,2024-02-03,2024-02-05,CUST248,Patricia Perez,Home Office,PROD8095,Pen,Office Supplies,East,Vermont,Mosleychester,3,4128,5,11764.8,9277.41,2487.39,Net Banking,Cancelled,"Rose, Collins and Rodriguez",jeanettegonzales@herrera-evans.com,24,No,0
ORD1322,2024-05-04,2024-05-09,CUST391,Danny Walker,Consumer,PROD5226,Stapler,Office Supplies,West,Nebraska,East Anthony,4,1262,15,4290.8,3298.97,991.83,UPI,Returned,"Snow, Cannon and Higgins",andrea66@alvarez.com,24,No,0
ORD1323,2025-08-07,2025-08-08,CUST428,Joseph Williams,Corporate,PROD6607,Snacks,Grocery,North,Oregon,Stevenbury,3,2075,5,5913.75,5263.8,649.95,UPI,Delivered,Barrett Group,grossamanda@brennan-downs.com,27,No,0
ORD1324,2024-04-11,2024-04-13,CUST293,Allison Silva,Home Office,PROD6939,Snacks,Grocery,West,Hawaii,Williamsfort,9,3969,20,28576.8,18756.33,9820.47,UPI,Cancelled,Cantu Group,davismercedes@cooper-may.com,31,No,0
ORD1325,2024-07-09,2024-07-12,CUST749,Devin Koch,Consumer,PROD3277,Pen,Office Supplies,South,Massachusetts,East Deborah,5,3741,20,14964.0,10430.67,4533.33,Net Banking,Cancelled,"Schroeder, Meyer and Clarke",wesley00@richardson-mcpherson.com,44,No,0
ORD1326,2025-03-05,2025-03-07,CUST543,Kristina Silva,Corporate,PROD5609,Keyboard,Electronics,South,Massachusetts,South Alexander,7,971,0,6797.0,5990.42,806.58,UPI,Cancelled,Weiss-Jones,vbrown@delgado.com,39,No,0
ORD1327,2025-06-06,2025-06-09,CUST925,Christopher Brown,Consumer,PROD5719,File Folder,Office Supplies,East,Michigan,Kaitlinbury,10,287,20,2296.0,1902.4,393.6,Net Banking,Returned,Jones LLC,mooreanthony@moran.biz,3,Yes,29
ORD1328,2025-11-12,2025-11-19,CUST711,Brandon Hansen,Corporate,PROD9689,Mouse,Electronics,West,Utah,Blackfurt,10,1562,0,15620.0,13398.49,2221.51,Credit Card,Returned,Walker-York,mark39@smith.org,8,Yes,26
ORD1329,2025-05-22,2025-05-28,CUST177,James Price,Consumer,PROD6750,Laptop,Electronics,West,California,East Debrahaven,3,2630,10,7101.0,5311.49,1789.51,UPI,Returned,"Bailey, Washington and Campbell",kimberly76@gilbert.com,27,No,0
ORD1330,2025-11-19,2025-11-21,CUST276,Joshua Perry,Consumer,PROD3500,Cooking Oil,Grocery,North,Texas,Crystalville,3,2928,5,8344.8,6562.1,1782.7,Net Banking,Pending,Humphrey and Sons,huntjackie@shields.com,20,No,0
ORD1331,2023-12-18,2023-12-19,CUST892,Jeffrey Cuevas,Home Office,PROD5700,Calculator,Office Supplies,North,Virginia,North Austin,6,3935,20,18888.0,15199.93,3688.07,Net Banking,Returned,"Jordan, Rodriguez and Walker",vspencer@brooks.org,17,No,0
ORD1332,2025-12-01,2025-12-05,CUST781,Jeffrey Clark,Corporate,PROD8700,Juice Pack,Grocery,East,Mississippi,Shawnberg,6,968,15,4936.8,3517.76,1419.04,UPI,Cancelled,"Matthews, Larson and Crawford",kellyross@lopez-gonzales.com,9,Yes,26
ORD1333,2024-04-25,2024-05-01,CUST748,James Mcintosh,Corporate,PROD6335,Rice Bag,Grocery,West,South Dakota,North Samanthaview,1,224,0,224.0,167.55,56.45,Cash,Returned,Sullivan LLC,rpage@medina-nixon.com,49,No,0
ORD1334,2024-04-06,2024-04-09,CUST596,Gregory Nash,Home Office,PROD2651,Pen,Office Supplies,East,Washington,North David,7,4872,10,30693.6,24662.0,6031.6,Net Banking,Cancelled,"Frazier, Guerrero and Rodriguez",erikmoore@romero.com,43,No,0
ORD1335,2025-09-05,2025-09-09,CUST562,Charles Herrera,Corporate,PROD3069,Snacks,Grocery,West,Arizona,Port Kelsey,10,823,20,6584.0,4433.11,2150.89,Credit Card,Returned,Casey-Jackson,elizabethhorton@harris-andrade.biz,40,No,0
ORD1336,2025-01-15,2025-01-19,CUST508,Joshua Wilkinson,Corporate,PROD6444,Cooking Oil,Grocery,South,Washington,Lake Aaron,7,3038,15,18076.1,13274.99,4801.11,Net Banking,Pending,Estrada-Jimenez,ginarobbins@wilson-bowman.com,25,No,0
ORD1337,2025-05-22,2025-05-29,CUST365,Timothy Wilson,Corporate,PROD3840,Stapler,Office Supplies,South,Idaho,New Andrew,7,4240,15,25228.0,21502.68,3725.32,Cash,Pending,Carter Ltd,foxdawn@rodriguez.net,30,No,0
ORD1338,2024-02-02,2024-02-04,CUST528,Michael Moyer,Consumer,PROD8635,Notebook,Office Supplies,West,Georgia,Karenshire,7,2847,15,16939.65,14270.15,2669.5,Cash,Pending,White and Sons,donald93@crosby.org,3,Yes,26
ORD1339,2025-01-19,2025-01-20,CUST709,Nancy Robinson,Corporate,PROD8535,Study Table,Furniture,North,Mississippi,East Jerry,4,3194,15,10859.6,9413.36,1446.24,Cash,Cancelled,Bennett-Pena,cmoreno@salazar-white.biz,22,No,0
ORD1340,2025-07-06,2025-07-12,CUST161,Gina Montoya,Corporate,PROD6621,Mouse,Electronics,North,Florida,South Karafort,7,4875,15,29006.25,24930.96,4075.29,Credit Card,Returned,"Heath, Bailey and Hanson",uspencer@lewis-rodriguez.info,0,Yes,48
ORD1341,2024-04-19,2024-04-20,CUST360,Katherine Stevens,Home Office,PROD3921,Keyboard,Electronics,East,North Dakota,Morrismouth,2,1667,10,3000.6,2664.6,336.0,UPI,Pending,Alvarado-Montgomery,dominiccollins@davis.com,22,No,0
ORD1342,2025-11-19,2025-11-20,CUST139,Jennifer Smith,Corporate,PROD1099,Stapler,Office Supplies,West,Louisiana,Douglasside,8,4671,0,37368.0,27237.16,10130.84,Credit Card,Returned,"Brown, Lewis and Cooper",victor19@weeks.com,12,No,0
ORD1343,2025-08-06,2025-08-07,CUST229,David Ellis,Consumer,PROD1279,Notebook,Office Supplies,South,Mississippi,Shahton,2,2320,15,3944.0,2778.32,1165.68,Cash,Cancelled,"Alvarez, Casey and Reed",wardadrian@mays.com,45,No,0
ORD1344,2024-02-07,2024-02-10,CUST490,Jeremiah Rivera,Home Office,PROD1253,Bookshelf,Furniture,West,Wisconsin,East Alanside,8,3822,5,29047.2,19096.19,9951.01,Net Banking,Returned,Thompson-Carter,tonya48@fischer.com,38,No,0
ORD1345,2024-12-07,2024-12-12,CUST835,Mrs. Stephanie Lopez,Home Office,PROD3806,Stapler,Office Supplies,East,Georgia,North Kevintown,2,1091,20,1745.6,1466.52,279.08,Cash,Cancelled,"Baird, Parsons and Rosario",gsoto@smith.com,41,No,0
ORD1346,2024-02-12,2024-02-15,CUST523,William Mcdowell,Corporate,PROD4519,Rice Bag,Grocery,West,Alaska,Bryantshire,10,2466,10,22194.0,13520.85,8673.15,Cash,Cancelled,"Williams, Carter and Rowe",david36@nielsen.com,22,No,0
ORD1347,2024-11-26,2024-12-01,CUST743,John Everett,Consumer,PROD6856,Mouse,Electronics,North,Washington,Johnsontown,10,1966,10,17694.0,10816.76,6877.24,UPI,Pending,"Moore, Hernandez and Roberson",julie79@luna-cobb.com,35,No,0
ORD1348,2024-08-21,2024-08-26,CUST636,Kimberly Flores,Consumer,PROD4133,Sofa,Furniture,East,New Jersey,East Molly,7,2018,20,11300.8,10001.16,1299.64,Net Banking,Returned,Price Ltd,ambermiller@tucker.com,1,Yes,38
ORD1349,2024-02-14,2024-02-17,CUST469,William Miller,Consumer,PROD9198,Cooking Oil,Grocery,North,Minnesota,Carrollmouth,8,3141,0,25128.0,21868.55,3259.45,Cash,Pending,Ramirez-Parker,robertperez@baker.com,5,Yes,49
ORD1350,2024-05-14,2024-05-19,CUST697,Gail White,Corporate,PROD7674,Laptop,Electronics,East,Illinois,Lake Laura,4,2106,0,8424.0,6486.36,1937.64,UPI,Pending,Cook-Lyons,meganscott@bowman-boyd.com,49,No,0
ORD1351,2024-08-20,2024-08-26,CUST855,Michelle Copeland,Corporate,PROD8796,Cooking Oil,Grocery,West,Alabama,Mosleyville,6,3715,20,17832.0,13413.88,4418.12,UPI,Delivered,Jones-Roberson,pjohnson@smith.com,47,No,0
ORD1352,2025-12-11,2025-12-12,CUST349,Mr. Travis Clark,Home Office,PROD8431,Study Table,Furniture,West,Pennsylvania,North Maxwell,2,2922,0,5844.0,4126.67,1717.33,Net Banking,Pending,"Gardner, Warren and Ramos",emilyholmes@brewer.info,29,No,0
ORD1353,2024-04-27,2024-05-04,CUST732,Kevin Myers,Home Office,PROD7147,Sugar,Grocery,South,California,North Kaylaville,8,516,15,3508.8,2698.85,809.95,UPI,Cancelled,"King, Nicholson and Macdonald",johnsmith@ellis-morales.org,40,No,0
ORD1354,2025-04-19,2025-04-24,CUST691,Mary Lozano,Corporate,PROD9979,Calculator,Office Supplies,West,Pennsylvania,Catherineview,8,1833,20,11731.2,7540.66,4190.54,Net Banking,Delivered,Vincent-Atkins,zgreer@vasquez.net,1,Yes,49
ORD1355,2025-11-23,2025-11-30,CUST866,Phillip Kelley,Consumer,PROD6460,Snacks,Grocery,North,Alaska,Lesliechester,9,2944,15,22521.6,16538.73,5982.87,Credit Card,Delivered,Richardson Inc,destinybennett@cox-jones.net,38,No,0
ORD1356,2024-07-03,2024-07-04,CUST446,James Webb,Corporate,PROD5209,Snacks,Grocery,East,South Dakota,Cooperchester,3,3444,20,8265.6,6512.05,1753.55,Credit Card,Pending,Church-Parks,michelle38@abbott.com,9,Yes,24
ORD1357,2024-02-29,2024-03-02,CUST809,Karen Allen,Corporate,PROD4812,Sofa,Furniture,South,Minnesota,Lake Adrian,8,1839,20,11769.6,8122.06,3647.54,UPI,Cancelled,Ramirez-Reilly,laurenmitchell@dunn.com,23,No,0
ORD1358,2025-07-09,2025-07-16,CUST847,Joseph Hunt,Consumer,PROD8989,Cooking Oil,Grocery,North,New Hampshire,Michaelview,7,212,0,1484.0,1267.37,216.63,UPI,Pending,"Aguilar, Horn and Clayton",jacob66@alvarez-ortiz.com,5,Yes,40
ORD1359,2025-02-02,2025-02-06,CUST748,Emily Cooper,Corporate,PROD8534,Keyboard,Electronics,West,Illinois,Walkerfort,1,1109,15,942.65,744.68,197.97,UPI,Returned,Keith Ltd,gwheeler@diaz-chavez.com,34,No,0
ORD1360,2025-10-09,2025-10-13,CUST977,Jimmy Thompson,Corporate,PROD8606,Monitor,Electronics,North,Louisiana,West Lauren,1,2706,5,2570.7,1599.26,971.44,Net Banking,Returned,Stevens PLC,annette42@hall-jordan.com,31,No,0
